eng_Latn,sentence_length,guj
He started selling flowers at the Dadar railway station in Mumbai and eventually managed to own two flower shops in the city.,22,Te Mumbai na Dadar railway station par flowers vachine start karyu ane antim ma te be flower shops city ma own kare.
Shah insisted the bill was not anti-Muslim because it did not change their existing path to citizenship.,17,Shah ae bill ne anti-Muslim nathi kahyu karan ke te unko existing citizenship path change nathi karyu.
A higher financial allocation needs to be made for the AYUSH services.,12,AYUSH services mate higher financial allocation karvi jaruri chhe.
"His family's company, Sino-Thai Engineering and Construction PCL, built several government mega-projects, such as Bangkok's Suvarnabhumi Airport.",17,"Tena family ni company, Sino-Thai Engineering and Construction PCL, ae government mega-projects banavya chhe, jem ke Bangkok nu Suvarnabhumi Airport."
"Once a virus genome becomes operational in a host cell, it then generates messenger RNA (mRNA) molecules that direct the synthesis of viral proteins.",24,"Ek vaar virus genome host cell ma operational bane chhe, te pachhi messenger RNA (mRNA) molecules generate kare chhe je viral proteins na synthesis ne direct kare chhe."
"Other actors he has frequently collaborated with include Rekha, Madhuri Dixit, Anil Kapoor, Shah Rukh Khan, and Amrish Puri.",19,"Te bijaa actors saathe frequently collaborate karyo chhe, jem ke Rekha, Madhuri Dixit, Anil Kapoor, Shah Rukh Khan, ane Amrish Puri."
"About a thousand and thirty Gujarati films were made between 1932 and 2011, but very few are archived.",18,"Lagbhag hajaar thi vadhare Gujarati films 1932 thi 2011 vachche bani, pan khub ochha archived chhe."
"After him, came Xerxes II for a short while.",9,"Teni pachi, Xerxes II thodi vaar maate aavyo."
The Buddha says it is not right to state that an Arahant exists or does not exist after death.,19,Buddha kahe chhe ke Arahant maran pachi chhe ke nathi te kahvu saachu nathi.
"In recent days, there have been divergent views on the exchange rate of the rupee and the adequacy of our forex reserves.",22,"Hal ma, rupee na exchange rate ane amara forex reserves ni adequacy par vibhinn drashtikon chhe."
"Cuban officials estimate roughly 1.6 million tourists visited Cuba in 1999, yielding about $1.9 billion in gross revenues.",18,"Cuban officials ne estimation chhe ke lakhbhag 1.6 million tourists 1999 ma Cuba visit karyo, jethi lagbhag $1.9 billion na gross revenues thay."
It was necessary to find out how far the spirit of national freedom had awakened among the Punjab Sepoys.,19,Punjab Sepoys vachche national freedom na spirit ketlu jagrit thayu chhe te find out karvu jaruri hato.
The prudent doctor vs. the prudent patient: who decides for whom?,11,Prudent doctor vs. prudent patient: kon kona maate decide kare?
The Hornbill Festival was launched by the Government of Nagaland in December 2000 to encourage inter-ethnic interaction and to promote the cultural heritage of the state.,26,Hornbill Festival Government of Nagaland dwara December 2000 ma launch karyo ane inter-ethnic interaction ne encourage karva ane state ni cultural heritage ne promote karva.
"A trademark includes any visual symbol, word, name, design, slogan, label, etc., that distinguishes the brand or commercial enterprise from other brands or commercial enterprises.",25,"Trademark koi pan visual symbol, word, name, design, slogan, label, vagere include kare chhe je brand ya commercial enterprise ne anya brands ya commercial enterprises thi alag kare chhe."
"The SI-derived unit for measuring the catalytic activity of a catalyst is the katal, which is quantified in moles per second.",21,"Catalytic activity measure karva maate SI-derived unit katal chhe, je moles per second ma quantify thay chhe."
"Chettinad cuisine is the cuisine of a community called the Nattukotai Chettiars, or Nagarathars, as they call themselves, from the Chettinad region of Tamil Nadu state.",26,"Chettinad cuisine, Nattukotai Chettiars ya Nagarathars ni cuisine chhe, je Chettinad region of Tamil Nadu state thi aave chhe."
The view expressed in Ramesh Kumari's case (supra) was reiterated in Lallan Chaudhary and Ors. V. State of Bihar (AIR 2006 SC 3376).,23,Ramesh Kumari na case (supra) ma je view vyakti kari hati te Lallan Chaudhary and Ors. V. State of Bihar (AIR 2006 SC 3376) ma reiterate kari.
"As they progress, skills should become more consistent and efficient, and the players should be introduced to set play situations.",20,"Jem jem te progress kare chhe, skills consistent ane efficient banu joiye, ane players ne set play situations saathe introduce karva ma aave."
"The GI tract contains all the major organs of the digestive system in humans and other animals, including the esophagus, stomach, and intestines.",23,"GI tract ma humans ane anya animals na digestive system na badha major organs chhe, jem ke esophagus, stomach, ane intestines."
"An appearance is a bunch of attributes related to the service person, like their shoes, clothes, tie, jewellery, hairstyle, make-up, watch, cosmetics, perfume, etc.",24,"Ek appearance service person ni attributes nu ek bunch che, jemke temna shoes, kapda, tie, jewellery, hairstyle, make-up, watch, cosmetics, perfume, vagere."
"The mode of revelation is pointed out in some of these verses, which is the Pure Mind entering Zarathustra and telling him what he should tell mankind.",27,"Revelation nu mode aa verses ma point out karyu che, ke je Pure Mind Zarathustra ma pravisht thai ne kaheshe ke te shu mankind ne kehvu joiye."
"In addition, the Bajaj Group has also undertaken several educational activities.",11,"Tena alawa, Bajaj Group e ghana educational activities undertake karyan che."
"The occurrence of extramarital sex by men is described as ""universal"" in 6 cultures, ""moderate"" in 29 cultures, ""occasional"" in 6 cultures, and ""uncommon"" in 10 cultures.",27,"Extramarital sex nu occurrence by men chh cultures ma ""universal"", 29 cultures ma ""moderate"", chh cultures ma ""occasional"", ane das cultures ma ""uncommon"" chhe."
Here 35 British soldiers of Her Majesty's 24th Regiment of Foot (South Wales Borderers) were killed by mutineers on 7 July 1857.,22,Ahiya Her Majesty's 24th Regiment of Foot na 35 British soldiers ne mutineers dwara mara gaya hata 7 July 1857 na divas.
"The unplanned nature of growth in the city resulted in massive traffic gridlocks; a flyover system and one-way traffic systems were introduced, which were only moderately successful.",27,"Sheher ma growth ni unplanned nature na karane massive traffic gridlocks thay gayi; ek flyover system ane one-way traffic systems introduce karyan, je moderately successful rahya."
"Arms were arranged all around, breakfast was ready, the hungry mouths were chewing the first morsel; the cups of drink were filled ready.",23,"Arms badhu taraf arrange karyu hatu, breakfast ready hatu, bhukhya mouna pehla morsel chew karta hata; drink na cups fill kari ready hata."
"Attractions, accommodations, supporting facilities, and infrastructure are the basic elements of tourism.",12,"Attractions, accommodations, supporting facilities, ane infrastructure tourism na basic elements chhe."
"The Northern grid was also interconnected in August 2006, forming a Central Grid that was synchronously connected and operating at one frequency.",22,"Northern grid ne pan August 2006 ma interconnect karyo, ek Central Grid form kari ne je synchronously connected ane one frequency par operate thatu hatu."
"The Cabinet was misinformed in November 2005 that several service providers were interested in using satellite capacity, while the Devas deal was already signed.",24,"Cabinet ne November 2005 ma galat mahiti aapi ke kayi service providers satellite capacity use karva interested che, jare Devas deal already sign thai chuki hati."
Therefore the doors of the Sikh temple called Gurdwara (House of the Guru) are open to all in this world without any prejudice or social discrimination.,26,Aetle Sikh temple je Gurdwara (House of the Guru) kevaay che na darwaja duniya ma badha mate open che vina koi prejudice athva social discrimination.
"If death has occurred elsewhere, salvation can be achieved by immersing the ashes in the Ganges.",16,"Jya bije maaran thayu hoy, tyare salvation Ganges ma ashes immerse kari ne achieve thai shake che."
Then it increases gradually up to the stratopause.,8,Pachi e dheere dheere stratopause sudhi vadhare chhe.
"Woolwich thus joined the Barclays group of companies, and the Woolwich name was retained after the acquisition.",17,"Woolwich e Barclays group of companies ma join karyu, ane acquisition pachi Woolwich name retain karyo."
"The Seven Eleven juice shop in Church Street, also called ""juice kadai"" by the native people, is a good hangout place.",21,"Church Street ma Seven Eleven juice shop, je native loko ""juice kadai"" kahe che, ek saras hangout place che."
Temperature and water vapor content in the troposphere decrease rapidly with altitude.,12,Troposphere ma temperature ane water vapor content rapidly altitude sathe ghatta jaay chhe.
"HLLW contains fission products, minor actinides, traces of uranium & plutonium, corrosion products, and chemicals added during reprocessing.",18,"HLLW ma fission products, minor actinides, traces of uranium & plutonium, corrosion products, ane chemicals jo reprocessing time add karyan che te samvashay chhe."
